,Index,Coding Question #,Question Identifier,Question Type,Question Label,Question Text,Question Response,Answer Value
338,138,coding7_q138,v39.9_2020(2),breakout-option,"['[ 2 ] - Transactional data [Purchases made, online activity, products watched, comments or questions submitted]']","['[ 2 ] - Transactional data [Purchases made, online activity, products watched, comments or questions submitted]']",SELECT THIS FIELD,1
339,138,coding7_q138,v39.9_2020(2),breakout-option,"['[ 2 ] - Transactional data [Purchases made, online activity, products watched, comments or questions submitted]']","['[ 2 ] - Transactional data [Purchases made, online activity, products watched, comments or questions submitted]']",(unselect),0
340,139,coding7_q139,v39.9_2020(3),breakout-option,"['[ 3 ] - Profile data,[Information that the company has learned about user, even if the user did not explicitly provided it]']","['[ 3 ] - Profile data,[Information that the company has learned about user, even if the user did not explicitly provided it]']",SELECT THIS FIELD,1
341,139,coding7_q139,v39.9_2020(3),breakout-option,"['[ 3 ] - Profile data,[Information that the company has learned about user, even if the user did not explicitly provided it]']","['[ 3 ] - Profile data,[Information that the company has learned about user, even if the user did not explicitly provided it]']",(unselect),0
342,140,coding7_q140,v39.9_2020(4),breakout-option,"['[ 4 ] - Other data about user,[Other information that the company/organization has learned about the user, e.g., inferred preferences, data from other third parties, etc.]']","['[ 4 ] - Other data about user,[Other information that the company/organization has learned about the user, e.g., inferred preferences, data from other third parties, etc.]']",SELECT THIS FIELD,1
343,140,coding7_q140,v39.9_2020(4),breakout-option,"['[ 4 ] - Other data about user,[Other information that the company/organization has learned about the user, e.g., inferred preferences, data from other third parties, etc.]']","['[ 4 ] - Other data about user,[Other information that the company/organization has learned about the user, e.g., inferred preferences, data from other third parties, etc.]']",(unselect),0
344,141,coding7_q141,v39.9_2020(5),breakout-option,['[ 5 ] - data shared with third parties '],['[ 5 ] - data shared with third parties '],SELECT THIS FIELD,1
345,141,coding7_q141,v39.9_2020(5),breakout-option,['[ 5 ] - data shared with third parties '],['[ 5 ] - data shared with third parties '],(unselect),0
346,142,coding7_q142,v39.9_2020(6),breakout-option,['[ 6 ] - Other'],['[ 6 ] - Other'],SELECT THIS FIELD,1
347,142,coding7_q142,v39.9_2020(6),breakout-option,['[ 6 ] - Other'],['[ 6 ] - Other'],(unselect),0
348,143,coding7_q143,v40_2020,multiselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ 0 ] - Company owns data,0
349,143,coding7_q143,v40_2020,multiselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),"[ 1 ] - User owns data, but licenses data to entity in a non-exclusive, royalty-free, form, with no right to compensation for company's use of the data",1
350,143,coding7_q143,v40_2020,multiselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),"[ 2 ] - User owns the data but the license is not as broad as in [1[, where the company can use, share, and commercialize data/proprietary media as it sees fit.",2
351,143,coding7_q143,v40_2020,multiselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ DND ] - does not disclose,DND
352,144,coding7_q144,v41_2020,multiselect,Security - Accuracy,PP/TOU guarantees data accuracy (must say the word data accuracy for this to be relevant)?,[ 0 ] - no,0
353,144,coding7_q144,v41_2020,multiselect,Security - Accuracy,PP/TOU guarantees data accuracy (must say the word data accuracy for this to be relevant)?,[ 1 ] - yes,1
354,145,coding7_q145,v42_2020,multiselect,Security  - Accuracy,"PP specifies reasonable procedures in place to ensure accuracy?  (Even a little procedure qualifies, please highlight relevant text)",[ 0 ] - no,0
355,145,coding7_q145,v42_2020,multiselect,Security  - Accuracy,"PP specifies reasonable procedures in place to ensure accuracy?  (Even a little procedure qualifies, please highlight relevant text)",[ 1 ] - yes,1
356,146,coding7_q146,v43_2020,multiselect,Security  - Accuracy,PP reserves right to disclose protected information to comply with law/prevent crime?,[ 0 ] - no/doesn't say,0
357,146,coding7_q146,v43_2020,multiselect,Security  - Accuracy,PP reserves right to disclose protected information to comply with law/prevent crime?,[ 1 ] - yes,1
358,147,coding7_q147,v44_2020,multiselect,Security  - Enforcement,PP reserves right to disclose protected information to protect its own rights?,[ 0 ] - no/doesn't say,0
359,147,coding7_q147,v44_2020,multiselect,Security  - Enforcement,PP reserves right to disclose protected information to protect its own rights?,[ 1 ] - yes,1
360,148,coding7_q148,v45_2020,multiselect,Security  - Notice,Users will be given notice of government requests for information about the user.,[ 0 ] - no/ doesn't say,0
361,148,coding7_q148,v45_2020,multiselect,Security  - Notice,Users will be given notice of government requests for information about the user.,[ 1 ] - yes,1
362,149,coding7_q149,v46_2020,multiselect,Security  - Notice,User will be notified of data breach?,[ 0 ] - no (or does not disclose),0
363,149,coding7_q149,v46_2020,multiselect,Security  - Notice,User will be notified of data breach?,[ 1 ] - yes,1
364,150,coding7_q150,v47_2020,multiselect,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,"[ 0 ] - sold w/company or otherwise distributed/disclosed [e.g., when the company liquidates and the assets are sold piecemal]",0
365,150,coding7_q150,v47_2020,multiselect,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 1 ] - sold but given continued protection under same PP; or transferred to acquiring entity,1
366,150,coding7_q150,v47_2020,multiselect,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,"[ 2 ] - destroyed, anonymized, etc.",2
367,150,coding7_q150,v47_2020,multiselect,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 3 ] - user is given choice as to what happens with data,3
368,150,coding7_q150,v47_2020,multiselect,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ DND ] - does not disclose,DND
369,151,coding7_q151,v48_2020,multiselect,Notice - Use of Data,"PP provides notice of data procedures if company is sold or otherwise ceases to exist (e.g., goes bankrupt)?",[ 0 ] - no,0
370,151,coding7_q151,v48_2020,multiselect,Notice - Use of Data,"PP provides notice of data procedures if company is sold or otherwise ceases to exist (e.g., goes bankrupt)?",[ 1 ] - yes,1
371,152,coding7_q152,v49_2020,multiselect,User Control - Termination,"If company is sold or goes bankrupt, user is given choice as to what happens to their data?",[ 0 ] - no,0
372,152,coding7_q152,v49_2020,multiselect,User Control - Termination,"If company is sold or goes bankrupt, user is given choice as to what happens to their data?",[ 1 ] - yes,1
373,153,coding7_q153,v50_2020,multiselect,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 0 ] - no,0
374,153,coding7_q153,v50_2020,multiselect,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 1 ] - # of months (data is destroyed or anonymized after specific period of time),1
375,153,coding7_q153,v50_2020,multiselect,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 2 ] - indefinitely,2
376,153,coding7_q153,v50_2020,multiselect,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 3 ] - upon request (GDPR requirement),3
377,153,coding7_q153,v50_2020,multiselect,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ DND ] - does not disclose,DND
378,155,coding7_q155,v50.1_2020(0),breakout-option,['[ 0 ] - no'],['[ 0 ] - no'],SELECT THIS FIELD,1
379,155,coding7_q155,v50.1_2020(0),breakout-option,['[ 0 ] - no'],['[ 0 ] - no'],(unselect),0
380,156,coding7_q156,v50.1_2020(1),breakout-option,['[ 1 ] - perform service/functionality [collected user information is only stored as long as it is needed to perform the requested service.]'],['[ 1 ] - perform service/functionality [collected user information is only stored as long as it is needed to perform the requested service.]'],SELECT THIS FIELD,1
381,156,coding7_q156,v50.1_2020(1),breakout-option,['[ 1 ] - perform service/functionality [collected user information is only stored as long as it is needed to perform the requested service.]'],['[ 1 ] - perform service/functionality [collected user information is only stored as long as it is needed to perform the requested service.]'],(unselect),0
382,157,coding7_q157,v50.1_2020(2),breakout-option,['[ 2 ] - to comply with the law [Collected data is only stored as long as required for legal or law enforcement purposes.] [GDPR allowed]'],['[ 2 ] - to comply with the law [Collected data is only stored as long as required for legal or law enforcement purposes.] [GDPR allowed]'],SELECT THIS FIELD,1
383,157,coding7_q157,v50.1_2020(2),breakout-option,['[ 2 ] - to comply with the law [Collected data is only stored as long as required for legal or law enforcement purposes.] [GDPR allowed]'],['[ 2 ] - to comply with the law [Collected data is only stored as long as required for legal or law enforcement purposes.] [GDPR allowed]'],(unselect),0
384,158,coding7_q158,v50.1_2020(3),breakout-option,"['[ 3 ] - analytics/research [For understanding the website/app’s audience, improving the website/app, inform company strategy, or general research]']","['[ 3 ] - analytics/research [For understanding the website/app’s audience, improving the website/app, inform company strategy, or general research]']",SELECT THIS FIELD,1
385,158,coding7_q158,v50.1_2020(3),breakout-option,"['[ 3 ] - analytics/research [For understanding the website/app’s audience, improving the website/app, inform company strategy, or general research]']","['[ 3 ] - analytics/research [For understanding the website/app’s audience, improving the website/app, inform company strategy, or general research]']",(unselect),0
386,159,coding7_q159,v50.1_2020(4),breakout-option,"['[ 4 ] - service operation and security [For website/app operation and security, enforcement of terms of service, fraud prevention, protecting users and property, etc]']","['[ 4 ] - service operation and security [For website/app operation and security, enforcement of terms of service, fraud prevention, protecting users and property, etc]']",SELECT THIS FIELD,1
387,159,coding7_q159,v50.1_2020(4),breakout-option,"['[ 4 ] - service operation and security [For website/app operation and security, enforcement of terms of service, fraud prevention, protecting users and property, etc]']","['[ 4 ] - service operation and security [For website/app operation and security, enforcement of terms of service, fraud prevention, protecting users and property, etc]']",(unselect),0
388,160,coding7_q160,v50.1_2020(5),breakout-option,['[ 5 ] - advertising [To show ads that are either targeted to the specific user or not targeted]'],['[ 5 ] - advertising [To show ads that are either targeted to the specific user or not targeted]'],SELECT THIS FIELD,1
389,160,coding7_q160,v50.1_2020(5),breakout-option,['[ 5 ] - advertising [To show ads that are either targeted to the specific user or not targeted]'],['[ 5 ] - advertising [To show ads that are either targeted to the specific user or not targeted]'],(unselect),0
390,161,coding7_q161,v50.1_2020(6),breakout-option,"['[ 6 ] - marketing [To contact the user to offer products, services, or other promotions (e.g., send marketing emails, calling or texting user with marketing messages). Marketing typically requires the use of contact information.]']","['[ 6 ] - marketing [To contact the user to offer products, services, or other promotions (e.g., send marketing emails, calling or texting user with marketing messages). Marketing typically requires the use of contact information.]']",SELECT THIS FIELD,1
391,161,coding7_q161,v50.1_2020(6),breakout-option,"['[ 6 ] - marketing [To contact the user to offer products, services, or other promotions (e.g., send marketing emails, calling or texting user with marketing messages). Marketing typically requires the use of contact information.]']","['[ 6 ] - marketing [To contact the user to offer products, services, or other promotions (e.g., send marketing emails, calling or texting user with marketing messages). Marketing typically requires the use of contact information.]']",(unselect),0
392,162,coding7_q162,v50.1_2020(7),breakout-option,['[ 7 ] - other'],['[ 7 ] - other'],SELECT THIS FIELD,1
393,162,coding7_q162,v50.1_2020(7),breakout-option,['[ 7 ] - other'],['[ 7 ] - other'],(unselect),0
394,164,coding7_q164,v50.2_2020(1),breakout-option,"['[ 1 ] - Financial,[Financial information, such as credit/debit card data, other payment information, credit scores, etc]']","['[ 1 ] - Financial,[Financial information, such as credit/debit card data, other payment information, credit scores, etc]']",SELECT THIS FIELD,1
395,164,coding7_q164,v50.2_2020(1),breakout-option,"['[ 1 ] - Financial,[Financial information, such as credit/debit card data, other payment information, credit scores, etc]']","['[ 1 ] - Financial,[Financial information, such as credit/debit card data, other payment information, credit scores, etc]']",(unselect),0
396,165,coding7_q165,v50.2_2020(2),breakout-option,"['[ 2 ] - Health, [Health Information, such as information about health conditions, prescriptions, medication, as well as health monitoring data, e.g., heart rate, step count, activity level, etc.]']","['[ 2 ] - Health, [Health Information, such as information about health conditions, prescriptions, medication, as well as health monitoring data, e.g., heart rate, step count, activity level, etc.]']",SELECT THIS FIELD,1
397,165,coding7_q165,v50.2_2020(2),breakout-option,"['[ 2 ] - Health, [Health Information, such as information about health conditions, prescriptions, medication, as well as health monitoring data, e.g., heart rate, step count, activity level, etc.]']","['[ 2 ] - Health, [Health Information, such as information about health conditions, prescriptions, medication, as well as health monitoring data, e.g., heart rate, step count, activity level, etc.]']",(unselect),0
398,166,coding7_q166,v50.2_2020(3),breakout-option,"['[ 3 ] - Contact,[Contact Information, such as name, email address, phone number, street address, etc]']","['[ 3 ] - Contact,[Contact Information, such as name, email address, phone number, street address, etc]']",SELECT THIS FIELD,1
399,166,coding7_q166,v50.2_2020(3),breakout-option,"['[ 3 ] - Contact,[Contact Information, such as name, email address, phone number, street address, etc]']","['[ 3 ] - Contact,[Contact Information, such as name, email address, phone number, street address, etc]']",(unselect),0
400,167,coding7_q167,v50.2_2020(4),breakout-option,"[""[ 4 ] - Location, including bluetooth [Geo-location information (e.g., user's current location) regardless of granularity, i.e., could be exact location, ZIP code, city-level.]""]","[""[ 4 ] - Location, including bluetooth [Geo-location information (e.g., user's current location) regardless of granularity, i.e., could be exact location, ZIP code, city-level.]""]",SELECT THIS FIELD,1
401,167,coding7_q167,v50.2_2020(4),breakout-option,"[""[ 4 ] - Location, including bluetooth [Geo-location information (e.g., user's current location) regardless of granularity, i.e., could be exact location, ZIP code, city-level.]""]","[""[ 4 ] - Location, including bluetooth [Geo-location information (e.g., user's current location) regardless of granularity, i.e., could be exact location, ZIP code, city-level.]""]",(unselect),0
402,168,coding7_q168,v50.2_2020(5),breakout-option,"['[ 5 ] - Demographic,[Demographic Information, e.g., gender, age, occupation, education, etc.]']","['[ 5 ] - Demographic,[Demographic Information, e.g., gender, age, occupation, education, etc.]']",SELECT THIS FIELD,1
403,168,coding7_q168,v50.2_2020(5),breakout-option,"['[ 5 ] - Demographic,[Demographic Information, e.g., gender, age, occupation, education, etc.]']","['[ 5 ] - Demographic,[Demographic Information, e.g., gender, age, occupation, education, etc.]']",(unselect),0
404,169,coding7_q169,v50.2_2020(6),breakout-option,"[""[ 6 ] - Personal identifier [Identifiers that uniquely identify a person,e.g., SSN, driver's license number, etc.]""]","[""[ 6 ] - Personal identifier [Identifiers that uniquely identify a person,e.g., SSN, driver's license number, etc.]""]",SELECT THIS FIELD,1
405,169,coding7_q169,v50.2_2020(6),breakout-option,"[""[ 6 ] - Personal identifier [Identifiers that uniquely identify a person,e.g., SSN, driver's license number, etc.]""]","[""[ 6 ] - Personal identifier [Identifiers that uniquely identify a person,e.g., SSN, driver's license number, etc.]""]",(unselect),0
406,170,coding7_q170,v50.2_2020(7),breakout-option,"[""[ 7 ] - User online activities [The user's online activities on the first party website/app or other websites/apps, e.g., pages visited, time spent on pages, general user behavior online, etc]""]","[""[ 7 ] - User online activities [The user's online activities on the first party website/app or other websites/apps, e.g., pages visited, time spent on pages, general user behavior online, etc]""]",SELECT THIS FIELD,1
407,170,coding7_q170,v50.2_2020(7),breakout-option,"[""[ 7 ] - User online activities [The user's online activities on the first party website/app or other websites/apps, e.g., pages visited, time spent on pages, general user behavior online, etc]""]","[""[ 7 ] - User online activities [The user's online activities on the first party website/app or other websites/apps, e.g., pages visited, time spent on pages, general user behavior online, etc]""]",(unselect),0
408,171,coding7_q171,v50.2_2020(8),breakout-option,"['[ 8 ] - User Profile [The user’s profile on the first-party website/app and its contents, e.g., data in user profile, data that user uploaded to website, user comments, user profile preferences, etc. This is common for websites/apps where users can create an account or profile, e.g., on twitter, youtube, Facebook, Amazon, etc]']","['[ 8 ] - User Profile [The user’s profile on the first-party website/app and its contents, e.g., data in user profile, data that user uploaded to website, user comments, user profile preferences, etc. This is common for websites/apps where users can create an account or profile, e.g., on twitter, youtube, Facebook, Amazon, etc]']",SELECT THIS FIELD,1
409,171,coding7_q171,v50.2_2020(8),breakout-option,"['[ 8 ] - User Profile [The user’s profile on the first-party website/app and its contents, e.g., data in user profile, data that user uploaded to website, user comments, user profile preferences, etc. This is common for websites/apps where users can create an account or profile, e.g., on twitter, youtube, Facebook, Amazon, etc]']","['[ 8 ] - User Profile [The user’s profile on the first-party website/app and its contents, e.g., data in user profile, data that user uploaded to website, user comments, user profile preferences, etc. This is common for websites/apps where users can create an account or profile, e.g., on twitter, youtube, Facebook, Amazon, etc]']",(unselect),0
410,172,coding7_q172,v50.2_2020(9),breakout-option,"['[ 9 ] - IP address and device IDs [Permanent (e.g., device IDs, MAC address) or temporary (e.g., IP address) identifiers needed to establish a connection for the current browsing session]']","['[ 9 ] - IP address and device IDs [Permanent (e.g., device IDs, MAC address) or temporary (e.g., IP address) identifiers needed to establish a connection for the current browsing session]']",SELECT THIS FIELD,1
411,172,coding7_q172,v50.2_2020(9),breakout-option,"['[ 9 ] - IP address and device IDs [Permanent (e.g., device IDs, MAC address) or temporary (e.g., IP address) identifiers needed to establish a connection for the current browsing session]']","['[ 9 ] - IP address and device IDs [Permanent (e.g., device IDs, MAC address) or temporary (e.g., IP address) identifiers needed to establish a connection for the current browsing session]']",(unselect),0
412,173,coding7_q173,v50.2_2020(10),breakout-option,"[""[ 10 ] - Cookies and tracking elements [Identifiers locally stored on user's device by website or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]""]","[""[ 10 ] - Cookies and tracking elements [Identifiers locally stored on user's device by website or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]""]",SELECT THIS FIELD,1
413,173,coding7_q173,v50.2_2020(10),breakout-option,"[""[ 10 ] - Cookies and tracking elements [Identifiers locally stored on user's device by website or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]""]","[""[ 10 ] - Cookies and tracking elements [Identifiers locally stored on user's device by website or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]""]",(unselect),0
414,174,coding7_q174,v50.2_2020(11),breakout-option,"['[ 11 ] - Computer information [The type of operating system (OS) or web browser that the user uses, or similar computer or device information]']","['[ 11 ] - Computer information [The type of operating system (OS) or web browser that the user uses, or similar computer or device information]']",SELECT THIS FIELD,1
415,174,coding7_q174,v50.2_2020(11),breakout-option,"['[ 11 ] - Computer information [The type of operating system (OS) or web browser that the user uses, or similar computer or device information]']","['[ 11 ] - Computer information [The type of operating system (OS) or web browser that the user uses, or similar computer or device information]']",(unselect),0
416,175,coding7_q175,v50.2_2020(12),breakout-option,['[ 12 ] - Survey data [Any data that is collected through surveys]'],['[ 12 ] - Survey data [Any data that is collected through surveys]'],SELECT THIS FIELD,1
417,175,coding7_q175,v50.2_2020(12),breakout-option,['[ 12 ] - Survey data [Any data that is collected through surveys]'],['[ 12 ] - Survey data [Any data that is collected through surveys]'],(unselect),0
418,176,coding7_q176,v50.2_2020(13),breakout-option,"['[ 13 ] - Generic personal information [No specific type of information is mentioned, but the policy talks about “personal information” or “personal identifiable information” in general.]']","['[ 13 ] - Generic personal information [No specific type of information is mentioned, but the policy talks about “personal information” or “personal identifiable information” in general.]']",SELECT THIS FIELD,1
419,176,coding7_q176,v50.2_2020(13),breakout-option,"['[ 13 ] - Generic personal information [No specific type of information is mentioned, but the policy talks about “personal information” or “personal identifiable information” in general.]']","['[ 13 ] - Generic personal information [No specific type of information is mentioned, but the policy talks about “personal information” or “personal identifiable information” in general.]']",(unselect),0
420,177,coding7_q177,v50.2_2020(14),breakout-option,['[ 14 ] - Biometric information'],['[ 14 ] - Biometric information'],SELECT THIS FIELD,1
421,177,coding7_q177,v50.2_2020(14),breakout-option,['[ 14 ] - Biometric information'],['[ 14 ] - Biometric information'],(unselect),0
422,178,coding7_q178,v50.2_2020(15),breakout-option,['[ 15 ] - Other [state in comments]'],['[ 15 ] - Other [state in comments]'],SELECT THIS FIELD,1
423,178,coding7_q178,v50.2_2020(15),breakout-option,['[ 15 ] - Other [state in comments]'],['[ 15 ] - Other [state in comments]'],(unselect),0
424,179,coding7_q179,v50.2_2020(16),breakout-option,"['[ 16 ] - Social Media Data [User profile and data from a social media website/app or other third party service to which the user gave the first party access, e.g., by connecting with Facebook, twitter, or other services. Exchanged data may include user profile, photos, comments, friends, etc.]']","['[ 16 ] - Social Media Data [User profile and data from a social media website/app or other third party service to which the user gave the first party access, e.g., by connecting with Facebook, twitter, or other services. Exchanged data may include user profile, photos, comments, friends, etc.]']",SELECT THIS FIELD,1
425,179,coding7_q179,v50.2_2020(16),breakout-option,"['[ 16 ] - Social Media Data [User profile and data from a social media website/app or other third party service to which the user gave the first party access, e.g., by connecting with Facebook, twitter, or other services. Exchanged data may include user profile, photos, comments, friends, etc.]']","['[ 16 ] - Social Media Data [User profile and data from a social media website/app or other third party service to which the user gave the first party access, e.g., by connecting with Facebook, twitter, or other services. Exchanged data may include user profile, photos, comments, friends, etc.]']",(unselect),0
426,180,coding7_q180,v51_2020,multiselect,User Control  - Termination,"If user quits site, what happens to personal data?",[ 0 ] - retained and treated as if user is still using service,0
427,180,coding7_q180,v51_2020,multiselect,User Control  - Termination,"If user quits site, what happens to personal data?",[ 1 ] - Retained  but modified,1
428,180,coding7_q180,v51_2020,multiselect,User Control  - Termination,"If user quits site, what happens to personal data?",[ 2 ] - deleted/anonymized,2
429,180,coding7_q180,v51_2020,multiselect,User Control  - Termination,"If user quits site, what happens to personal data?",[ DND ] - does not disclose,DND
430,181,coding7_q181,v52_2020,multiselect,Data Practices  - Retention,Does company have a procedure for safely disposing unused/no longer needed data?,[ 0 ] - no or doesn't say,0
431,181,coding7_q181,v52_2020,multiselect,Data Practices  - Retention,Does company have a procedure for safely disposing unused/no longer needed data?,[ 1 ] - yes,1
432,182,coding7_q182,v53_2020,multiselect,Security  - Privacy by Design,"PP describes substantive privacy and security protections incorporated into entity's managerial/structural procedures (e.g., limiting the number of employees who have access to data, allowing data access only for job-related functions, assigning employees to oversee privacy issues, employing Chief Privacy Officer, requiring periodic audits)? (General question)",[ 0 ] - no,0
433,182,coding7_q182,v53_2020,multiselect,Security  - Privacy by Design,"PP describes substantive privacy and security protections incorporated into entity's managerial/structural procedures (e.g., limiting the number of employees who have access to data, allowing data access only for job-related functions, assigning employees to oversee privacy issues, employing Chief Privacy Officer, requiring periodic audits)? (General question)",[ 1 ] - yes,1
434,183,coding7_q183,v54_2020,multiselect,Security  - Privacy by Design,"PP specifically identifies means of technological security (e.g., encryption)?",[ 0 ] - no,0
435,183,coding7_q183,v54_2020,multiselect,Security  - Privacy by Design,"PP specifically identifies means of technological security (e.g., encryption)?",[ 1 ] - yes,1
436,185,coding7_q185,v54.1_2020(1),breakout-option,"['[ 1 ] - Secure data transfer [Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.]']","['[ 1 ] - Secure data transfer [Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.]']",SELECT THIS FIELD,1
437,185,coding7_q185,v54.1_2020(1),breakout-option,"['[ 1 ] - Secure data transfer [Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.]']","['[ 1 ] - Secure data transfer [Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.]']",(unselect),0
438,186,coding7_q186,v54.1_2020(2),breakout-option,"['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']","['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']",SELECT THIS FIELD,1
439,186,coding7_q186,v54.1_2020(2),breakout-option,"['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']","['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']",(unselect),0
440,187,coding7_q187,v54.1_2020(3),breakout-option,"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']","['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",SELECT THIS FIELD,1
441,187,coding7_q187,v54.1_2020(3),breakout-option,"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']","['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",(unselect),0
442,188,coding7_q188,v54.1_2020(4),breakout-option,"['[ 4 ] - Data access limitation (""access controls"" under GDPR) [Data is accessible to employees/third parties on a need-to-know basis]']","['[ 4 ] - Data access limitation (""access controls"" under GDPR) [Data is accessible to employees/third parties on a need-to-know basis]']",SELECT THIS FIELD,1
443,188,coding7_q188,v54.1_2020(4),breakout-option,"['[ 4 ] - Data access limitation (""access controls"" under GDPR) [Data is accessible to employees/third parties on a need-to-know basis]']","['[ 4 ] - Data access limitation (""access controls"" under GDPR) [Data is accessible to employees/third parties on a need-to-know basis]']",(unselect),0
444,189,coding7_q189,v54.1_2020(5),breakout-option,['[ 5 ] - Privacy training [he company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.]'],['[ 5 ] - Privacy training [he company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.]'],SELECT THIS FIELD,1
445,189,coding7_q189,v54.1_2020(5),breakout-option,['[ 5 ] - Privacy training [he company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.]'],['[ 5 ] - Privacy training [he company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.]'],(unselect),0
446,190,coding7_q190,v54.1_2020(6),breakout-option,['[ 6 ] - Privacy review/audit [Privacy practices and security measures of the first party or third party are reviewed/audited by internal or external reviewers/auditors]'],['[ 6 ] - Privacy review/audit [Privacy practices and security measures of the first party or third party are reviewed/audited by internal or external reviewers/auditors]'],SELECT THIS FIELD,1
447,190,coding7_q190,v54.1_2020(6),breakout-option,['[ 6 ] - Privacy review/audit [Privacy practices and security measures of the first party or third party are reviewed/audited by internal or external reviewers/auditors]'],['[ 6 ] - Privacy review/audit [Privacy practices and security measures of the first party or third party are reviewed/audited by internal or external reviewers/auditors]'],(unselect),0
448,191,coding7_q191,v54.1_2020(7),breakout-option,"['[ 7 ] - Privacy/Security program, [The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees]']","['[ 7 ] - Privacy/Security program, [The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees]']",SELECT THIS FIELD,1
449,191,coding7_q191,v54.1_2020(7),breakout-option,"['[ 7 ] - Privacy/Security program, [The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees]']","['[ 7 ] - Privacy/Security program, [The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees]']",(unselect),0
450,192,coding7_q192,v54.1_2020(8),breakout-option,['[ 8 ] - regular data audits [GDPR] ['],['[ 8 ] - regular data audits [GDPR] ['],SELECT THIS FIELD,1
451,192,coding7_q192,v54.1_2020(8),breakout-option,['[ 8 ] - regular data audits [GDPR] ['],['[ 8 ] - regular data audits [GDPR] ['],(unselect),0
452,193,coding7_q193,v54.1_2020(9),breakout-option,['[ 9 ] - conducting regular data protection impact assessments [GDPR]'],['[ 9 ] - conducting regular data protection impact assessments [GDPR]'],SELECT THIS FIELD,1
453,193,coding7_q193,v54.1_2020(9),breakout-option,['[ 9 ] - conducting regular data protection impact assessments [GDPR]'],['[ 9 ] - conducting regular data protection impact assessments [GDPR]'],(unselect),0
454,194,coding7_q194,v54.1_2020(10),breakout-option,['[ 10 ] - Other'],['[ 10 ] - Other'],SELECT THIS FIELD,1
455,194,coding7_q194,v54.1_2020(10),breakout-option,['[ 10 ] - Other'],['[ 10 ] - Other'],(unselect),0
456,195,coding7_q195,v54.1_2020(11),breakout-option,"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']","['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",SELECT THIS FIELD,1
457,195,coding7_q195,v54.1_2020(11),breakout-option,"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']","['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",(unselect),0
